"무인교통단속카메라관리번호",시도명,시군구명,도로종류,도로노선번호,도로노선명,도로노선방향,소재지도로명주소,소재지지번주소,위도,경도,설치장소,단속구분,제한속도,단속구간위치구분,과속단속구간길이,보호구역구분,설치연도,관리기관명,관리기관전화번호,데이터기준일자
G0508,대전광역시,서구,시도,,유등로,01,,대전광역시 서구 둔산동 2167,36.34876900,127.40168100,보라삼거리,02,50,,,,2017,대전광역시,042-120,2022-12-15
G0509,대전광역시,유성구,시도,,엑스포로,02,,대전광역시 유성구 문지동 256-10,36.39487190,127.40498220,평생학습센터 앞 삼거리,02,50,,,,2017,대전광역시,042-120,2022-12-15
G0789,대전광역시,동구,시도,,천동초등동길,01,,대전광역시 동구 천동 186-3,36.31712800,127.44464800,천동초교 앞,01,30,,,02,2017,대전광역시,042-120,2022-12-15
G1690,대전광역시,중구,시도,,대종로,02,,대전광역시 중구 중촌동 83,36.34104100,127.41058600,중촌초교 앞,01,30,,,02,2018,대전광역시,042-120,2022-12-15
G1691,대전광역시,중구,시도,,어덕마을로,02,,대전광역시 중구 목동 산33-6,36.33773600,127.40460500,목양초교삼거리,02,30,,,02,2018,대전광역시,042-120,2022-12-15
G1693,대전광역시,중구,시도,,선화로,01,,대전광역시 중구 용두동 27-13,36.32551100,127.41133100,서대전초교 앞 삼거리,02,30,,,02,2018,대전광역시,042-120,2022-12-15
G1695,대전광역시,동구,시도,,대전로,02,,대전광역시 동구 대성동 129,36.30251400,127.45573300,은어송초교삼거리,02,30,,,02,2018,대전광역시,042-120,2022-12-15
G1696,대전광역시,동구,시도,,가양로,02,,대전광역시 동구 가양동 336-1,36.34136540,127.44208780,가양초교네거리,02,30,,,02,2018,대전광역시,042-120,2022-12-15
G1702,대전광역시,대덕구,시도,,대청로,01,,대전광역시 대덕구 신탄진동 84-3,36.45313100,127.43503900,용정초교네거리,02,30,,,02,2018,대전광역시,042-120,2022-12-15
G1703,대전광역시,대덕구,시도,,대덕대로,01,,대전광역시 대덕구 석봉동 308-7,36.44954940,127.42104820,신탄진초교 앞,02,30,,,02,2018,대전광역시,042-120,2022-12-15
G1705,대전광역시,서구,시도,,문정로,02,,대전광역시 서구 둔산동 1813,36.35143500,127.39533500,문정네거리,02,30,,,,2018,대전광역시,042-120,2022-12-15
G1865,대전광역시,동구,시도,,대전로,01,,대전광역시 동구 구도동 313-36,36.27301400,127.46954900,구도삼거리,02,60,,,,2018,대전광역시,042-120,2022-12-15
G1866,대전광역시,동구,시도,,동대전로,01,,대전광역시 동구 가양동 420-3,36.34804930,127.44400300,목양장로교회 앞,01,50,,,,2018,대전광역시,042-120,2022-12-15
G1870,대전광역시,유성구,시도,,갑천로,01,,대전광역시 유성구 탑립동 234-2,36.42333100,127.40895300,미건테크노 입구 삼거리,01,50,,,,2018,대전광역시,042-120,2022-12-15
G1871,대전광역시,중구,시도,,대흥로,02,,대전광역시 중구 대흥동 532-15,36.32306600,127.41749900,예술가의집네거리,02,50,,,,2018,대전광역시,042-120,2022-12-15
G1872,대전광역시,대덕구,시도,,한밭대로,02,,대전광역시 대덕구 오정동 69-1,36.35745400,127.40846500,농수산시장 앞 네거리,02,50,,,,2018,대전광역시,042-120,2022-12-15
G2890,대전광역시,중구,시도,,보문산로,01,,대전광역시 중구 문화동 122,36.30994100,127.41073800,한밭도서관 뒤,01,50,,,,2019,대전광역시,042-120,2022-12-15
G2894,대전광역시,서구,시도,,유등로,02,,대전광역시 서구 둔산동 2281,36.34905800,127.40190100,삼천교네거리,02,50,,,,2019,대전광역시,042-120,2022-12-15
G2896,대전광역시,서구,시도,,한밭대로,01,,대전광역시 서구 둔산동 911,36.35774600,127.39515600,재뜰네거리,02,50,,,,2019,대전광역시,042-120,2022-12-15
G3121,대전광역시,동구,시도,,동부로,01,,대전광역시 동구 판암동 518-3,36.31899500,127.45667200,어르신복지관 앞 삼거리,01,40,,,01,2019,대전광역시,042-120,2022-12-15
G3122,대전광역시,대덕구,시도,,신탄진로,02,,대전광역시 대덕구 상서동 261-15,36.42788100,127.42098900,상서삼거리,01,50,,,,2019,대전광역시,042-120,2022-12-15
G3125,대전광역시,중구,시도,,대종로,02,,대전광역시 중구 선화동 74-4,36.33370600,127.41970600,대종로네거리,02,50,,,,2019,대전광역시,042-120,2022-12-15
G3126,대전광역시,동구,시도,,동서대로,01,,대전광역시 동구 용전동 63-35,36.34953200,127.43782900,복합터미널 앞 삼거리,02,50,,,,2019,대전광역시,042-120,2022-12-15
G3130,대전광역시,대덕구,시도,,구즉세종로,02,,대전광역시 대덕구 신일동 18-2,36.42593910,127.41146090,시알들네거리 합류지점,01,80,,,,2019,대전광역시,042-120,2022-12-15
G4257,대전광역시,중구,시도,,보문산로,01,,대전광역시 중구 문화동 560-10,36.30538300,127.39754900,동양맨션 앞,01,50,,,,2020,대전광역시,042-120,2022-12-15
G4258,대전광역시,중구,시도,,충무로,02,,대전광역시 중구 부사동 89-8,36.31913800,127.43170400,충무로네거리,02,50,,,,2020,대전광역시,042-120,2022-12-15
G4259,대전광역시,동구,시도,,계족로,02,,대전광역시 동구 가양동 709-3,36.33911300,127.43748700,동부소방서네거리,02,50,,,,2020,대전광역시,042-120,2022-12-15
G4260,대전광역시,동구,시도,,동대전로,02,,대전광역시 동구 가양동 416-7,36.34573300,127.44594100,가양네거리,02,50,,,,2020,대전광역시,042-120,2022-12-15
G4261,대전광역시,동구,시도,,새울로,01,,대전광역시 동구 판암동 287-2,36.31965700,127.46184100,판암동성당 앞,02,40,,,,2020,대전광역시,042-120,2022-12-15
G4264,대전광역시,대덕구,시도,,대청로,02,,대전광역시 대덕구 신탄진동 120-17,36.45114900,127.42895200,신탄진네거리,02,50,,,,2020,대전광역시,042-120,2022-12-15
G4265,대전광역시,대덕구,시도,,계족로,01,,대전광역시 대덕구 중리동 151-8,36.36307100,127.43088300,현대빌딩 앞,01,50,,,,2020,대전광역시,042-120,2022-12-15
G4266,대전광역시,대덕구,시도,,우암로,02,,대전광역시 대덕구 비래동 131-19,36.35814500,127.45125700,금성백조 101동 옆 네거리,02,50,,,,2020,대전광역시,042-120,2022-12-15
G4272,대전광역시,유성구,시도,,테크노2로,02,,대전광역시 유성구 용산동 520-1,36.42737100,127.40240900,용신교네거리,02,50,,,,2020,대전광역시,042-120,2022-12-15
G5289,대전광역시,중구,시도,,문창로,02,,대전광역시 중구 문창동 71-7,36.31824800,127.43416100,문창초교 앞,02,30,,,02,2020,대전광역시,042-120,2022-12-15
G5290,대전광역시,중구,시도,,수침로,02,,대전광역시 중구 태평동 343-3,36.33012150,127.39692180,유평초교 앞 삼거리,02,30,,,02,2020,대전광역시,042-120,2022-12-15
G5291,대전광역시,동구,시도,,산내로,01,,대전광역시 동구 낭월동 597,36.27906310,127.46874680,산내초교 앞 삼거리,02,30,,,02,2020,대전광역시,042-120,2022-12-15
G5292,대전광역시,동구,시도,,옥천로,01,,대전광역시 동구 세천동 40-4,36.34144600,127.49214100,세천초교 앞 삼거리,02,30,,,02,2020,대전광역시,042-120,2022-12-15
G5293,대전광역시,동구,시도,,성남로,01,,대전광역시 동구 성남동 193-38,36.34320990,127.43100400,성남초교 앞 네거리,02,30,,,02,2020,대전광역시,042-120,2022-12-15
G6236,대전광역시,중구,시도,,수침로,02,,대전광역시 중구 태평동 254-8,36.33041800,127.39838100,유평초교 정문 횡단보도,02,30,,,02,2020,대전광역시,042-120,2022-12-15
G6239,대전광역시,중구,시도,,계룡로,02,,대전광역시 중구 문화동 1-258,36.31918100,127.41042900,글꽃초교 앞,02,30,,,02,2020,대전광역시,042-120,2022-12-15
G6240,대전광역시,중구,시도,,문화로,02,,대전광역시 중구 문화동 669-29,36.31224800,127.39808100,문화초 입구 네거리,02,30,,,02,2020,대전광역시,042-120,2022-12-15
G6242,대전광역시,중구,시도,,오류로,02,,대전광역시 중구 오류동 116-3,36.32525800,127.40388400,오류초 맞은편 삼거리,02,30,,,02,2020,대전광역시,042-120,2022-12-15
G6243,대전광역시,동구,시도,,계족로,01,,대전광역시 동구 대동 535,36.32643400,127.44602700,대동초 입구 펜타뷰(아) 정문,02,30,,,02,2020,대전광역시,042-120,2022-12-15
G6248,대전광역시,대덕구,시도,,쌍청당로,02,,대전광역시 대덕구 법동 196-2,36.36530300,127.43432200,양지초교 옆 네거리,02,30,,,02,2020,대전광역시,042-120,2022-12-15
G6249,대전광역시,대덕구,시도,,신탄진동로,03,,대전광역시 대덕구 신탄진동 162-1,36.44815500,127.43469700,석봉초교 입구네거리,02,30,,,02,2020,대전광역시,042-120,2022-12-15
G6260,대전광역시,중구,시도,,오류로,01,,대전광역시 중구 오류동 175-2,36.32517600,127.40388400,오류초 정문 앞,02,30,,,02,2020,대전광역시,042-120,2022-12-15
G6262,대전광역시,중구,시도,,수도산로,01,,대전광역시 중구 대흥동 386-4,36.32063800,127.42734800,대흥초 옆 네거리,02,30,,,02,2020,대전광역시,042-120,2022-12-15
G6263,대전광역시,중구,시도,,수도산로,02,,대전광역시 중구 대흥동 365-5,36.32003700,127.42574400,대흥초 정문 앞,02,30,,,02,2020,대전광역시,042-120,2022-12-15
G6264,대전광역시,중구,시도,,선화로,01,,대전광역시 중구 은행동 1-10,36.33197100,127.42429600,선화초 정문 앞,02,30,,,02,2020,대전광역시,042-120,2022-12-15
G6266,대전광역시,중구,시도,,목동로,01,,대전광역시 중구 목동 23-1,36.33346900,127.40790200,목동초 후문 삼거리,02,30,,,02,2020,대전광역시,042-120,2022-12-15
G6267,대전광역시,중구,시도,,목중로,01,,대전광역시 중구 목동 21-5,36.33359100,127.40907700,목동초 입구 삼거리,02,30,,,02,2020,대전광역시,042-120,2022-12-15
G6268,대전광역시,중구,시도,,선화서로,01,,대전광역시 중구 선화동 186-14,36.33002100,127.41687100,중앙초 입구 국민체육센터 앞 네거리,01,30,,,02,2020,대전광역시,042-120,2022-12-15
G6269,대전광역시,중구,시도,,보문산로,02,,대전광역시 중구 대사동 248-33,36.31577500,127.41778300,대신초 입구 충대병원 뒤 삼거리,02,30,,,02,2020,대전광역시,042-120,2022-12-15
G6270,대전광역시,중구,시도,,송리로,02,,대전광역시 중구 문화동 583-22,36.30669700,127.40150200,대문초 입구 극동(아) 101동 옆,01,30,,,02,2020,대전광역시,042-120,2022-12-15
G6271,대전광역시,중구,시도,,송리로,01,,대전광역시 중구 문화동 496-5,36.30665900,127.40138400,대문초 정문 앞 네거리,01,30,,,02,2020,대전광역시,042-120,2022-12-15
G6272,대전광역시,중구,시도,,보문산로,01,,대전광역시 중구 문화동 557-1,36.30674100,127.39714600,보성초 후문 앞,01,30,,,02,2020,대전광역시,042-120,2022-12-15
G6273,대전광역시,중구,시도,,선화서로,01,,대전광역시 중구 대흥동 521-3,36.32415200,127.42010600,성모초 앞 성모오거리,02,30,,,02,2020,대전광역시,042-120,2022-12-15
G6274,대전광역시,중구,시도,,평촌로,01,,대전광역시 중구 유천동 198-15,36.32280800,127.39832700,원평초 입구 네거리,01,30,,,02,2020,대전광역시,042-120,2022-12-15
G6275,대전광역시,중구,시도,,문화로,01,,대전광역시 중구 유천동 271-5,36.31286200,127.39917400,문화초 입구 문화초교네거리,02,30,,,,2020,대전광역시,042-120,2022-12-15
G6276,대전광역시,중구,시도,,문화로,02,,대전광역시 중구 문화동 284-13,36.31490200,127.40657700,동문초 앞,02,30,,,02,2020,대전광역시,042-120,2022-12-15
G6277,대전광역시,중구,시도,,서문로,02,,대전광역시 중구 문화동 284-166,36.31579200,127.40787500,센트럴유치원 앞 네거리,02,30,,,02,2020,대전광역시,042-120,2022-12-15
G6279,대전광역시,중구,시도,,보문로,02,,대전광역시 중구 부사동 138-5,36.31332900,127.43155400,보운초 입구 네거리,02,30,,,02,2020,대전광역시,042-120,2022-12-15
G6280,대전광역시,중구,시도,,보문로,01,,대전광역시 중구 부사동 147-11,36.31346700,127.43244400,보운초 입구 네거리,02,30,,,02,2020,대전광역시,042-120,2022-12-15
G6281,대전광역시,중구,시도,,선화로,02,,대전광역시 중구 용두동 27-13,36.32597600,127.41181300,서대전초교 앞 미르마을(아) 102동 앞,02,30,,,02,2020,대전광역시,042-120,2022-12-15
G6282,대전광역시,중구,시도,,대종로,01,,대전광역시 중구 석교동 65-12,36.30796100,127.44489100,석교초교 앞,02,30,,,02,2020,대전광역시,042-120,2022-12-15
G6283,대전광역시,중구,시도,,모암로,01,,대전광역시 중구 옥계동 69,36.30167400,127.44798100,옥계초교 정문 앞,01,30,,,02,2020,대전광역시,042-120,2022-12-15
G6284,대전광역시,중구,시도,,산서로,01,,대전광역시 중구 목달동 456-9,36.27163100,127.40090700,산서초 입구 목달동 정류장 앞,01,60,,,,2020,대전광역시,042-120,2022-12-15
G6285,대전광역시,중구,시도,,목동로,02,,대전광역시 중구 목동 59-6,36.33680100,127.40578800,목양초교 정문 앞,02,30,,,02,2020,대전광역시,042-120,2022-12-15
G6286,대전광역시,중구,시도,,계룡로,02,,대전광역시 중구 문화동 1-254,36.31926300,127.41086300,글꽃초교 옆 문화119안전센터 네거리,02,30,,,02,2020,대전광역시,042-120,2022-12-15
G6287,대전광역시,동구,시도,,동대전로 46번길,01,,대전광역시 동구 신흥동 150-3,36.32586700,127.44082900,신흥초교 정문 앞,02,30,,,02,2020,대전광역시,042-120,2022-12-15
G6288,대전광역시,동구,시도,,동대전로 46번길,02,,대전광역시 동구 신흥동 262,36.32435560,127.44084030,신흥초교 옆 LH 202동 앞,02,30,,,02,2020,대전광역시,042-120,2022-12-15
G6289,대전광역시,동구,시도,,우암로,02,,대전광역시 동구 삼성동 113-6,36.33733300,127.42821200,삼성초교 옆 횡단보도,02,30,,,02,2020,대전광역시,042-120,2022-12-15
G6290,대전광역시,동구,시도,,대전로,02,,대전광역시 동구 삼성동 107-9,36.33832200,127.42961700,삼성초교 앞 삼성네거리,01,50,,,,2020,대전광역시,042-120,2022-12-15
G6291,대전광역시,동구,시도,,새울로,01,,대전광역시 동구 용운동 354-14,36.32707800,127.46178800,용운초교 입구 버스정류장 맞은편,01,40,,,,2020,대전광역시,042-120,2022-12-15
G6292,대전광역시,동구,시도,,산내로,02,,대전광역시 동구 상소동 563-1,36.22802300,127.44885900,산흥초교 앞(양방향),01,30,,,02,2020,대전광역시,042-120,2022-12-15
G6293,대전광역시,동구,시도,,계족로,02,,대전광역시 동구 대동 196-1,36.32618300,127.44615600,대동초교 입구 펜타뷰(아) 맞은편,02,30,,,02,2020,대전광역시,042-120,2022-12-15
G6294,대전광역시,동구,시도,,계족로,02,,대전광역시 동구 대동 199-4,36.32506800,127.44569400,대동초교 정문 입구,02,30,,,02,2020,대전광역시,042-120,2022-12-15
G6295,대전광역시,동구,시도,,백룡로,02,,대전광역시 동구 용운동 158-1,36.32967500,127.45455600,대룡초교 정문 앞,02,30,,,02,2020,대전광역시,042-120,2022-12-15
G6296,대전광역시,동구,시도,,동부로,02,,대전광역시 동구 판암동 239,36.32150700,127.45902100,대암초교 입구 주공(아) 405동 뒤,02,40,,,,2020,대전광역시,042-120,2022-12-15
G6297,대전광역시,동구,시도,,백룡로,02,,대전광역시 동구 자양동 65-2,36.33577700,127.44841400,동광초교 입구 삼거리,02,30,,,02,2020,대전광역시,042-120,2022-12-15
G6298,대전광역시,동구,시도,,흥룡로,01,,대전광역시 동구 가양동 52-9,36.35030400,127.45017900,동대전초교 입구 삼거리,01,30,,,02,2020,대전광역시,042-120,2022-12-15
G6299,대전광역시,동구,시도,,홍도로,02,,대전광역시 동구 중리동 243-37,36.35531100,127.42759500,용전초교 입구 삼거리,01,30,,,,2020,대전광역시,042-120,2022-12-15
G6300,대전광역시,동구,시도,,동대전로,02,,대전광역시 동구 대동 403-14,36.33179700,127.44462200,자양초교 입구 네거리,02,30,,,02,2020,대전광역시,042-120,2022-12-15
G6301,대전광역시,동구,시도,,현암로,02,,대전광역시 동구 삼성동 366-9,36.34263100,127.42072300,현암초교 앞,02,30,,,02,2020,대전광역시,042-120,2022-12-15
G6302,대전광역시,동구,시도,,동대전로,03,,대전광역시 동구 가양동 651-14,36.34384900,127.44787800,흥룡초교 정문 입구,01,30,,,02,2020,대전광역시,042-120,2022-12-15
G6303,대전광역시,동구,시도,,우암로,03,,대전광역시 동구 가양동 391-7,36.34635770,127.44770070,흥룡초교 입구 삼거리,02,30,,,02,2020,대전광역시,042-120,2022-12-15
G6304,대전광역시,동구,시도,,옥천로,02,,대전광역시 동구 판암동 678-39,36.31727500,127.46053800,판암초교 입구 네거리,02,50,,,,2020,대전광역시,042-120,2022-12-15
G6305,대전광역시,동구,시도,,대청호수로,01,,대전광역시 동구 추동 327-5,36.37319760,127.47547890,동명초교 입구 삼거리,01,30,,,02,2020,대전광역시,042-120,2022-12-15
G6306,대전광역시,동구,시도,,신기로,02,,대전광역시 동구 가오동 498,36.31129700,127.45830100,가오초교 정문 앞,02,30,,,02,2020,대전광역시,042-120,2022-12-15
G6307,대전광역시,동구,시도,,태전로,02,,대전광역시 동구 삼성동 323-2,36.34009100,127.42194600,동서초교 입구 네거리,02,30,,,02,2020,대전광역시,042-120,2022-12-15
G6308,대전광역시,동구,시도,,은어송로,01,,대전광역시 동구 가오동 171-1,36.30890200,127.45937400,대전맹학교 뒤 은어송 5단지 정문,02,30,,,02,2020,대전광역시,042-120,2022-12-15
G6309,대전광역시,동구,시도,,은어송로,02,,대전광역시 동구 가오동 498,36.31077400,127.45950800,가오초등학교 후문 입구,02,30,,,02,2020,대전광역시,042-120,2022-12-15
G6310,대전광역시,동구,시도,,계족로,02,,대전광역시 동구 천동 214-1,36.31555100,127.44503500,천동초교 뒤 네거리,02,30,,,02,2020,대전광역시,042-120,2022-12-15
G6311,대전광역시,동구,시도,,계족로,02,,대전광역시 동구 효동 151-15,36.31756500,127.44207900,천동초교 입구 네거리 효동현대 107동 맞은편,02,50,,,,2020,대전광역시,042-120,2022-12-15
G6314,대전광역시,동구,시도,,대전로,01,,대전광역시 동구 가오동 420-8,36.30158300,127.45646600,은어송초 맞은편,01,30,,,02,2020,대전광역시,042-120,2022-12-15
G6315,대전광역시,동구,시도,,우암로,02,,대전광역시 동구 가양동 531-23,36.34248300,127.43987400,가양초교 입구 횡단보도,02,50,,,02,2020,대전광역시,042-120,2022-12-15
G6341,대전광역시,대덕구,시도,,중리동로,01,,대전광역시 대덕구 중리동 145-2,36.36506200,127.42860300,중원초교 입구 삼거리,01,30,,,02,2020,대전광역시,042-120,2022-12-15
G6342,대전광역시,대덕구,시도,,한밭대로,01,,대전광역시 대덕구 오정동 93-1,36.35652500,127.41197900,화정초교 정문 앞,01,30,,,02,2020,대전광역시,042-120,2022-12-15
G6343,대전광역시,대덕구,시도,,한남로,01,,대전광역시 대덕구 오정동 316,36.34810900,127.41276200,동도초교 앞,01,30,,,02,2020,대전광역시,042-120,2022-12-15
G6344,대전광역시,대덕구,시도,,한남로,02,,대전광역시 대덕구 오정동 227-10,36.34879600,127.42156500,동산초교 앞,01,30,,,02,2020,대전광역시,042-120,2022-12-15
G6345,대전광역시,대덕구,시도,,대청로,02,,대전광역시 대덕구 신탄진동 686-8,36.45310800,127.43541100,용정초교 앞 네거리,02,30,,,02,2020,대전광역시,042-120,2022-12-15
G6346,대전광역시,대덕구,시도,,대청로,01,,대전광역시 대덕구 신탄진동 50,36.45412700,127.43730400,용정초교 옆 네거리,02,40,,,,2020,대전광역시,042-120,2022-12-15
G6347,대전광역시,대덕구,시도,,석봉로,02,,대전광역시 대덕구 석봉동 308-7,36.44964800,127.42169400,신탄진초교 뒤 횡단보도,02,30,,,02,2020,대전광역시,042-120,2022-12-15
G6348,대전광역시,대덕구,시도,,덕암로,03,,대전광역시 대덕구 상서동 831-38,36.43221300,127.42055700,새일초교 옆 삼거리,02,30,,,02,2020,대전광역시,042-120,2022-12-15
G6349,대전광역시,대덕구,시도,,쌍청당로,02,,대전광역시 대덕구 법동 196-2,36.36524700,127.43455800,양지초교 옆 네거리,02,30,,,02,2020,대전광역시,042-120,2022-12-15
G6350,대전광역시,대덕구,시도,,동춘당로,02,,대전광역시 대덕구 송촌동 442,36.36891100,127.43796400,매봉초교 옆 횡단보,02,30,,,02,2020,대전광역시,042-120,2022-12-15
G6351,대전광역시,대덕구,시도,,계족산로,01,,대전광역시 대덕구 송촌동 495-1,36.36557100,127.44390300,송촌초교삼거리,02,30,,,02,2020,대전광역시,042-120,2022-12-15
G6352,대전광역시,대덕구,시도,,계족산로,02,,대전광역시 대덕구 송촌동 494-3,36.36545500,127.44402100,송촌초교삼거리,02,30,,,02,2020,대전광역시,042-120,2022-12-15
G6353,대전광역시,대덕구,시도,,계족로,02,,대전광역시 대덕구 법동 191-3,36.36985600,127.43322700,법동초교 옆 삼거리,02,30,,,02,2020,대전광역시,042-120,2022-12-15
G6354,대전광역시,대덕구,시도,,대화로,02,,대전광역시 대덕구 대화동 252-4,36.36459500,127.41030100,대화초교 입구,01,30,,,,2020,대전광역시,042-120,2022-12-15
G6355,대전광역시,대덕구,시도,,중리동로,02,,대전광역시 대덕구 중리동 371-4,36.36681500,127.42800300,중리초교 옆 네거리,02,30,,,02,2020,대전광역시,042-120,2022-12-15
G6356,대전광역시,대덕구,시도,,중리북로,01,,대전광역시 대덕구 법동 284-4,36.36818900,127.42784700,중리초교 앞,02,30,,,02,2020,대전광역시,042-120,2022-12-15
G6357,대전광역시,대덕구,시도,,신탄진로,02,,대전광역시 대덕구 신대동 216,36.39718100,127.42275600,신대주공(아) 앞 네거리,02,30,,,,2020,대전광역시,042-120,2022-12-15
G6358,대전광역시,대덕구,시도,,장동로,03,,대전광역시 대덕구 장동 359-6,36.41340200,127.43783600,장동초교 입구네거리,02,30,,,02,2020,대전광역시,042-120,2022-12-15
G6359,대전광역시,대덕구,시도,,신탄진남로,03,,대전광역시 대덕구 신탄진동 163-2,36.44697700,127.43567900,석봉초교 앞,01,30,,,02,2020,대전광역시,042-120,2022-12-15
G6360,대전광역시,대덕구,시도,,송촌로,02,,대전광역시 대덕구 송촌동 491,36.36163600,127.44070500,대양초교 앞,01,30,,,02,2020,대전광역시,042-120,2022-12-15
G6361,대전광역시,대덕구,시도,,대덕대로,02,,대전광역시 대덕구 목상동 870,36.44589300,127.41289600,목상초교 앞 삼거리,02,30,,,02,2020,대전광역시,042-120,2022-12-15
G6362,대전광역시,대덕구,시도,,우암로,02,,대전광역시 대덕구 비래동 245-1,36.36107900,127.45116600,비래초교 앞,01,30,,,02,2020,대전광역시,042-120,2022-12-15
G6363,대전광역시,대덕구,시도,,우암로,01,,대전광역시 대덕구 비래동 245-1,36.36118200,127.45046900,비래초교 앞,01,30,,,02,2020,대전광역시,042-120,2022-12-15
G6364,대전광역시,대덕구,시도,,대덕대로,01,,대전광역시 대덕구 석봉동 772,36.45194300,127.42390400,새여울초교 옆 삼거리,02,30,,,02,2020,대전광역시,042-120,2022-12-15
G6365,대전광역시,대덕구,시도,,오정로,02,,대전광역시 대덕구 오정동 311-6,36.35233500,127.40848100,노촌경로당 옆 횡단보도,01,30,,,02,2020,대전광역시,042-120,2022-12-15
G6369,대전광역시,서구,시도,,청사로,02,,대전광역시 서구 둔산동 909,36.35864200,127.39538700,서원초 앞 수정(아) 2동 옆,01,30,,,02,2020,대전광역시,042-120,2022-12-15
G6372,대전광역시,서구,시도,,문정로,02,,대전광역시 서구 둔산동 1386,36.35346700,127.39379900,한밭초 정문 맞은편,02,30,,,02,2020,대전광역시,042-120,2022-12-15
G6373,대전광역시,서구,시도,,문정로,02,,대전광역시 서구 둔산동 1386,36.35342300,127.39504400,한밭초 옆 국화삼거리,02,30,,,02,2020,대전광역시,042-120,2022-12-15
G6379,대전광역시,서구,시도,,둔산북로,01,,대전광역시 서구 둔산동 1806,36.35568700,127.40034900,삼천초 입구 문정중옆 삼거리,02,30,,,02,2020,대전광역시,042-120,2022-12-15
G6381,대전광역시,서구,시도,,둔산로,01,,대전광역시 서구 둔산동 1814,36.35135800,127.39651300,문정초 맞은편 국화(아) 604동 뒤,02,30,,,02,2020,대전광역시,042-120,2022-12-15
G6382,대전광역시,서구,시도,,유등로,02,,대전광역시 서구 둔산동 907-1,36.36241800,127.39332700,샘머리초 정문 맞은편,02,30,,,02,2020,대전광역시,042-120,2022-12-15
G6400,대전광역시,유성구,시도,,엑스포로,01,,대전광역시 유성구 전민동 385-1,36.39777200,127.40476400,전민초 입구 네거리,02,30,,,02,2020,대전광역시,042-120,2022-12-15
G6403,대전광역시,유성구,시도,,엑스포로,02,,대전광역시 유성구 도룡동 4-29,36.37749300,127.39363800,대덕초도룡분교 입구 농협 앞,01,30,,,02,2020,대전광역시,042-120,2022-12-15
G6423,대전광역시,유성구,시도,,유성대로,02,,대전광역시 유성구 전민동 303-1,36.39955100,127.40044100,문지초입구 복지센터 앞,02,30,,,02,2020,대전광역시,042-120,2022-12-15
G6767,대전광역시,유성구,시도,,테크노7로,01,,대전광역시 유성구 용산동 581,36.42457300,127.39972700,현대아울렛 후문,02,50,,,,2020,대전광역시,042-120,2022-12-15
G6771,대전광역시,서구,시도,,한밭대로,02,,대전광역시 서구 둔산동 2155,36.35738100,127.40143300,한밭대교네거리,02,50,,,,2020,대전광역시,042-120,2022-12-15
G6821,대전광역시,중구,시도,,계백로,01,,대전광역시 중구 오류동 152-1,36.32244800,127.41186100,서대전네거리,02,50,,,,2020,대전광역시,042-120,2022-12-15
G6822,대전광역시,동구,시도,,우암로,01,,대전광역시 동구 삼성동 150-94,36.33924050,127.43252270,삼성타운(아) 앞 삼거리,02,50,,,,2020,대전광역시,042-120,2022-12-15
G6828,대전광역시,대덕구,시도,,구즉세종로,01,,대전광역시 대덕구 상서동 362-3,36.42498700,127.41312100,지수체육공원 뒤(시점),02,80,,,,2020,대전광역시,042-120,2022-12-15
F0022,대전광역시,유성구,지방도,300,문지로,03,,대전광역시 유성구 문지동 657,36.39408822,127.40755250,문지효성해링턴플레이스 후문,04,0,,,,2019,대전광역시,042-120,2022-12-15
F0033,대전광역시,유성구,지방도,486,엑스포로,01,,대전광역시 유성구 전민동 467-5,36.39944412,127.40624100,전민우체국 앞,04,0,,,,2011,대전광역시,042-120,2022-12-15
F0034,대전광역시,유성구,지방도,488,엑스포로,03,,대전광역시 유성구 전민동 466-3,36.39971190,127.40488650,전민네거리,04,0,,,,2013,대전광역시,042-120,2022-12-15
F0035,대전광역시,유성구,지방도,123,엑스포로,02,,대전광역시 유성구 도룡동 4-7,36.37718432,127.39383820,스마트시티 501동 옆,04,0,,,,2011,대전광역시,042-120,2022-12-15
F0036,대전광역시,유성구,지방도,466,엑스포로,03,,대전광역시 유성구 전민동 466-1,36.40155820,127.40546690,전민중학교 주변,04,0,,,,2013,대전광역시,042-120,2022-12-15
F0051,대전광역시,유성구,지방도,41,전민로,03,,대전광역시 유성구 문지동 459-12,36.39640211,127.39875790,문지초등학교 앞,04,0,,,,2018,대전광역시,042-120,2022-12-15
F0061,대전광역시,유성구,지방도,1,테크노중앙로,01,,대전광역시 유성구 용산동 604,36.42465354,127.39926120,현대아울렛 후문,04,50,,,,2020,대전광역시,042-120,2022-12-15
G0061,대전광역시,유성구,지방도,1,테크노중앙로,01,,대전광역시 유성구 용산동 604,36.42465354,127.39926120,현대아울렛 후문,04,50,,,,2020,대전광역시,042-120,2022-12-15
G0001,대전광역시,동구,특별시도,,대전로,03,,대전광역시 동구 원동 20-11,36.32904442,127.43414950,(구)관광호텔 앞,04,0,,,,,대전광역시,042-120,2022-12-15
G0002,대전광역시,동구,특별시도,,대전로,03,,대전광역시 동구 정동 15-22,36.33246649,127.43184990,(구)대한통운 주변,04,0,,,,,대전광역시,042-120,2022-12-15
G0003,대전광역시,동구,특별시도,,대흥로,03,,대전광역시 동구 인동 11-1,36.32605572,127.43428240,한복거리입구,04,0,,,,,대전광역시,042-120,2022-12-15
